EntrezID,logFC,baseMean,lfcSE,stat,P.Value,adj.P.Val,Symbols,Name
296988,-0.34671,123.51,0.26119,-1.3274,0.18437,0.81196,Mkrn1,makorin ring finger protein 1
79032,2.7757,11.741,2.0912,1.3273,0.1844,0.81196,Mrs2,magnesium transporter MRS2
362858,0.37992,40.228,0.28633,1.3269,0.18455,0.81196,Polr3b,RNA polymerase III subunit B
310663,0.40718,47.797,0.30688,1.3268,0.18456,0.81196,Tnfaip8l2,TNF alpha induced protein 8 like 2
25597,-0.89553,20.805,0.67506,-1.3266,0.18464,0.81196,Rasa2,RAS p21 protein activator 2
312915,3.2528,5.0858,2.4522,1.3265,0.18469,0.81196,Arfgef1,ADP ribosylation factor guanine nucleotide exchange factor 1
300886,-0.45712,58.218,0.34468,-1.3262,0.18476,0.81196,Mthfs,methenyltetrahydrofolate synthetase
245986,1.5098,7.1309,1.1392,1.3253,0.18506,0.81231,Gng8,G protein subunit gamma 8
317260,-0.66972,107.15,0.50533,-1.3253,0.18507,0.81231,Zmym3,zinc finger MYM-type containing 3
116468,0.91926,12.53,0.69363,1.3253,0.18508,0.81231,Rfc2,replication factor C subunit 2
316241,1.5363,6.6491,1.1595,1.3249,0.18519,0.81231,Nfkbie,NFKB inhibitor epsilon
296284,0.32828,57.413,0.24778,1.3249,0.18521,0.81231,Kif3b,kinesin family member 3B
360828,-0.47804,25.877,0.36091,-1.3245,0.18532,0.81238,Noc4l,nucleolar complex associated 4 homolog
83708,2.082,2.3607,1.5721,1.3244,0.18538,0.81238,Mybph,myosin binding protein H
309453,0.52334,17.317,0.39525,1.3241,0.18548,0.81248,Fbxl15,F-box and leucine-rich repeat protein 15
500252,0.65905,36.165,0.49783,1.3238,0.18555,0.81248,H1f10,H1.10 linker histone
100302447,-0.845,23.364,0.63879,-1.3228,0.1859,0.81363,Cox16,cytochrome c oxidase assembly factor COX16
366593,-0.86689,10.732,0.65547,-1.3226,0.18598,0.81363,Dus4l,dihydrouridine synthase 4-like
683522,1.7849,10.284,1.3498,1.3224,0.18605,0.81363,Tead4,TEA domain transcription factor 4
296550,-0.79401,42.387,0.60056,-1.3221,0.18613,0.81363,Dph7,diphthamide biosynthesis 7
303384,0.5837,37.218,0.44156,1.3219,0.18619,0.81363,Mmp28,matrix metallopeptidase 28
295629,-1.1509,61.242,0.87086,-1.3216,0.18632,0.81383,Cd302,CD302 molecule
309548,0.44536,108.43,0.3371,1.3212,0.18645,0.81409,Shoc2,SHOC2 leucine-rich repeat scaffold protein
301563,-1.2958,70.784,0.98116,-1.3207,0.18661,0.81445,Mff,mitochondrial fission factor
252902,1.3895,24.384,1.0528,1.3198,0.18691,0.81545,Dync1li1,dynein cytoplasmic 1 light intermediate chain 1
103693430,-0.68661,1279.9,0.52044,-1.3193,0.18707,0.81582,LOC103693430,up-regulated during skeletal muscle growth protein 5
362626,-0.59372,278.35,0.45014,-1.319,0.18718,0.81595,Rsrp1,arginine and serine rich protein 1
29715,0.71172,299.56,0.53975,1.3186,0.1873,0.81607,Slc8a1,solute carrier family 8 member A1
290997,-0.3931,60.881,0.29815,-1.3184,0.18736,0.81607,Uimc1,ubiquitin interaction motif containing 1
192245,0.71131,4804.1,0.53982,1.3177,0.18762,0.81686,Hspb6,heat shock protein family B (small) member 6
686323,-0.52539,40.77,0.39887,-1.3172,0.18778,0.81686,Trip6,thyroid hormone receptor interactor 6
83585,-0.76929,48.737,0.58414,-1.317,0.18785,0.81686,Gda,guanine deaminase
315121,0.94476,89.241,0.71739,1.317,0.18785,0.81686,Cdc42ep1,CDC42 effector protein 1
315697,-0.35461,111.7,0.26942,-1.3162,0.1881,0.81686,Imp3,IMP U3 small nucleolar ribonucleoprotein 3
24771,-0.49874,48.008,0.379,-1.3159,0.18819,0.81686,Sdc4,syndecan 4
171492,1.1335,4.7611,0.86139,1.3159,0.1882,0.81686,Map3k2,mitogen activated protein kinase kinase kinase 2
362665,2.6692,8.9491,2.0286,1.3158,0.18824,0.81686,Camta1,calmodulin binding transcription activator 1
287076,-0.39774,57.761,0.30234,-1.3156,0.18832,0.81686,Zfp263,zinc finger protein 263
100360781,-0.49098,2755,0.37322,-1.3155,0.18833,0.81686,LOC100360781,ribosomal protein L37-like
25445,0.51821,113.11,0.39395,1.3154,0.18837,0.81686,Fosl1,"""FOS like 1, AP-1 transcription factor subunit"""
291060,-0.65423,41.309,0.49748,-1.3151,0.18848,0.81693,Snrnp48,small nuclear ribonucleoprotein U11/U12 subunit 48
79115,0.37343,152.21,0.28403,1.3148,0.18859,0.81693,Evl,Enah/Vasp-like
307526,-0.49392,95.778,0.37573,-1.3145,0.18866,0.81693,Ammecr1l,AMMECR1 like
289152,-1.6504,1.3036,1.2556,-1.3144,0.1887,0.81693,Ankrd45,ankyrin repeat domain 45
361679,0.68187,25.434,0.5189,1.3141,0.18882,0.81693,Dusp8,dual specificity phosphatase 8
296304,1.3109,18.064,0.99768,1.3139,0.18887,0.81693,Edem2,ER degradation enhancing alpha-mannosidase like protein 2
108351137,-0.6085,13714,0.4634,-1.3131,0.18914,0.81693,LOC108351137,glyceraldehyde-3-phosphate dehydrogenase
314332,0.89983,14.504,0.68537,1.3129,0.18921,0.81693,Tmem63c,transmembrane protein 63c
689885,0.79753,11.851,0.60747,1.3129,0.18922,0.81693,Klrg2,killer cell lectin like receptor G2
54232,2.1642,2.4042,1.6488,1.3126,0.18933,0.81693,Ca3,carbonic anhydrase 3
25218,1.909,97.448,1.4551,1.312,0.18953,0.81693,Vps52,VPS52 subunit of GARP complex
85482,-0.66487,83.182,0.5068,-1.3119,0.18955,0.81693,Nbn,nibrin
64557,1.7928,1.9828,1.3667,1.3117,0.18961,0.81693,Bard1,BRCA1 associated RING domain 1
688292,-1.9641,3.0256,1.4975,-1.3116,0.18965,0.81693,Card14,"""caspase recruitment domain family, member 14"""
292988,0.84287,6.4208,0.64277,1.3113,0.18976,0.81693,Mkrn3,"""makorin, ring finger protein, 3"""
29248,-0.73387,17790,0.55971,-1.3112,0.1898,0.81693,Tnni3,"""troponin I3, cardiac type"""
103690116,-0.67528,39.189,0.51507,-1.311,0.18984,0.81693,LOC103690116,osteomodulin
301665,1.7918,12.528,1.3667,1.311,0.18984,0.81693,Srbd1,S1 RNA binding domain 1
366274,-1.445,2.2927,1.1023,-1.3109,0.18988,0.81693,Ntsr1,neurotensin receptor 1
362383,-0.47927,100.49,0.36562,-1.3109,0.1899,0.81693,Rpia,ribose 5-phosphate isomerase A
292750,1.0655,185.72,0.81351,1.3098,0.19026,0.81772,Plekhg2,pleckstrin homology and RhoGEF domain containing G2
56611,0.53858,296.37,0.41123,1.3097,0.1903,0.81772,Anxa2,annexin A2
116458,1.1934,28.985,0.9113,1.3095,0.19035,0.81772,Ipo13,importin 13
171436,0.30369,191.46,0.23193,1.3094,0.1904,0.81772,Mk1,Mk1 protein
308988,1.3504,31.27,1.0315,1.3092,0.19047,0.81772,Sez6l2,seizure related 6 homolog like 2
310746,3.0815,6.4028,2.3542,1.309,0.19054,0.81772,Ap4b1,adaptor related protein complex 4 subunit beta 1
79434,0.2298,535.73,0.17561,1.3086,0.19067,0.81793,Rab11b,"""RAB11B, member RAS oncogene family"""
100360117,-0.45219,1043.3,0.34583,-1.3076,0.19102,0.81799,LOC100360117,ribosomal protein L8-like
304885,0.33636,222.71,0.25725,1.3075,0.19103,0.81799,Fam20b,"""FAM20B, glycosaminoglycan xylosylkinase"""
298792,-0.341,233.33,0.26081,-1.3075,0.19105,0.81799,Ypel5,yippee-like 5
361545,0.66313,81.89,0.5072,1.3075,0.19106,0.81799,Rbm42,RNA binding motif protein 42
84389,-0.47197,52.805,0.36103,-1.3073,0.19111,0.81799,Ccnh,cyclin H
289338,-0.62526,43.007,0.47835,-1.3071,0.19117,0.81799,Disp1,dispatched RND transporter family member 1
500709,1.4024,35.536,1.0731,1.3068,0.19127,0.81799,Itpk1,inositol-tetrakisphosphate 1-kinase
294331,-0.44873,112.39,0.34338,-1.3068,0.19129,0.81799,Ube2g2,ubiquitin-conjugating enzyme E2G 2
301240,-0.47041,107.29,0.36013,-1.3062,0.19148,0.81809,Mrpl2,mitochondrial ribosomal protein L2
108348771,0.77929,13.312,0.5967,1.306,0.19156,0.81809,LOC108348771,protocadherin beta-16-like
365877,-3.1114,1.1611,2.3828,-1.3058,0.19163,0.81809,Hist2h2aa3,histone cluster 2 H2A family member A3
297480,2.1503,14.374,1.6469,1.3056,0.19168,0.81809,Foxp1,forkhead box P1
59073,0.50701,56.732,0.38833,1.3056,0.19169,0.81809,Lxn,latexin
362686,-1.0438,45.261,0.79975,-1.3051,0.19186,0.81849,Cebpz,CCAAT/enhancer binding protein zeta
300803,0.78123,38.714,0.59883,1.3046,0.19203,0.81883,Lactb,"""lactamase, beta"""
289635,0.44157,60.885,0.33851,1.3044,0.19209,0.81883,Rell1,RELT-like 1
293991,-0.87813,632.36,0.67361,-1.3036,0.19236,0.81927,Ndufb8,NADH:ubiquinone oxidoreductase subunit B8
316530,0.25297,196.56,0.19408,1.3034,0.19242,0.81927,Cnppd1,cyclin Pas1/PHO80 domain containing 1
679944,-0.49766,176.78,0.38182,-1.3034,0.19244,0.81927,Alkbh7,alkB homolog 7
310460,-0.71986,9.5289,0.55237,-1.3032,0.1925,0.81927,Arhgef26,Rho guanine nucleotide exchange factor 26
252934,-0.81572,1025.2,0.62621,-1.3026,0.1927,0.8197,Cox5a,cytochrome c oxidase subunit 5A
171109,-0.83848,49.913,0.6438,-1.3024,0.19278,0.8197,Dusp5,dual specificity phosphatase 5
314683,-0.52039,445.26,0.39972,-1.3019,0.19296,0.8197,Tcp11l2,t-complex 11 like 2
25417,1.2549,4.7581,0.96393,1.3018,0.19297,0.8197,Dpysl4,dihydropyrimidinase-like 4
606294,0.66032,54.356,0.50723,1.3018,0.19298,0.8197,Kifbp,kinesin family binding protein
83783,-0.61834,873.25,0.47526,-1.301,0.19324,0.8204,Sult1a1,sulfotransferase family 1A member 1
116565,0.23573,218.71,0.18122,1.3008,0.19333,0.8204,Lrpap1,LDL receptor related protein associated protein 1
108348095,-0.86398,361.09,0.66443,-1.3003,0.19349,0.8204,NEWGENE_1308171,osteoglycin
114558,-2.5876,7.7082,1.9902,-1.3002,0.19355,0.8204,Becn1,beclin 1
303238,-0.98874,47.322,0.76093,-1.2994,0.19381,0.8204,Ctc1,CST telomere replication complex component 1
58978,1.428,2.6676,1.099,1.2994,0.19381,0.8204,Slco1b2,solute carrier organic anion transporter family member 1B2
24404,0.45988,1191.9,0.35397,1.2992,0.19387,0.8204,Gpx1,glutathione peroxidase 1
78951,0.83939,200.62,0.6461,1.2992,0.19389,0.8204,Hspb3,heat shock protein family B (small) member 3
307029,1.0426,60.293,0.80272,1.2989,0.19399,0.8204,Wac,WW domain containing adaptor with coiled-coil
293624,0.92844,207.11,0.71483,1.2988,0.194,0.8204,Irf7,interferon regulatory factor 7
362983,-0.80753,34.36,0.62179,-1.2987,0.19404,0.8204,Dennd6b,DENN domain containing 6B
360803,-0.63065,120.24,0.48575,-1.2983,0.19418,0.8204,Snrnp35,small nuclear ribonucleoprotein U11/U12 subunit 35
81815,-1.9295,38.547,1.4864,-1.2981,0.19425,0.8204,Tpp2,tripeptidyl peptidase 2
289175,-0.88772,22.699,0.68389,-1.298,0.19427,0.8204,Slc19a2,solute carrier family 19 member 2
100911585,2.7321,1.5006,2.1049,1.298,0.1943,0.8204,LOC100911585,leucine-rich repeat-containing protein 23-like
83469,1.3157,18.569,1.0138,1.2978,0.19436,0.8204,Lrp4,LDL receptor related protein 4
304918,-0.53106,304.22,0.40953,-1.2968,0.19471,0.82157,Zbtb37,zinc finger and BTB domain containing 37
257649,0.95737,7.7875,0.73849,1.2964,0.19484,0.82169,Cenpf,centromere protein F
289199,-1.3501,3.0914,1.0421,-1.2956,0.19513,0.82169,Lrrc52,leucine rich repeat containing 52
292771,1.0507,14.031,0.8116,1.2946,0.19547,0.82169,Sipa1l3,signal-induced proliferation-associated 1 like 3
64041,1.4399,3.1508,1.1124,1.2944,0.19554,0.82169,Birc5,baculoviral IAP repeat-containing 5
286993,0.73303,62.021,0.56634,1.2943,0.19555,0.82169,Taok1,TAO kinase 1
502084,-0.97795,9.0793,0.75569,-1.2941,0.19562,0.82169,Rwdd4,RWD domain containing 4
312382,-1.1351,4.8552,0.87717,-1.294,0.19565,0.82169,Abcg2,ATP binding cassette subfamily G member 2
296637,0.82074,129.71,0.63428,1.294,0.19568,0.82169,Prrc2b,proline-rich coiled-coil 2B
293489,-0.53619,89.739,0.41448,-1.2936,0.19579,0.82169,Slx1b,"""SLX1 homolog B, structure-specific endonuclease subunit"""
29633,0.96036,12.495,0.74281,1.2929,0.19606,0.82169,Ndst1,N-deacetylase and N-sulfotransferase 1
680076,-1.0093,103.45,0.781,-1.2923,0.19624,0.82169,Asb14,ankyrin repeat and SOCS box-containing 14
287122,-0.80279,523.99,0.62125,-1.2922,0.19628,0.82169,Rpl3l,ribosomal protein L3-like
315173,-0.41728,41.341,0.32297,-1.292,0.19635,0.82169,Mcat,malonyl-CoA-acyl carrier protein transacylase
299295,0.60237,208.12,0.4663,1.2918,0.19642,0.82169,Setd3,"""SET domain containing 3, actin histidine methyltransferase"""
306260,-0.27583,107.24,0.21352,-1.2918,0.19643,0.82169,Capn7,calpain 7
361385,-0.65195,2604.2,0.50471,-1.2917,0.19645,0.82169,Ndufb7,NADH:ubiquinone oxidoreductase subunit B7
289502,-1.3771,4.2442,1.0661,-1.2917,0.19648,0.82169,Ccdc158,coiled-coil domain containing 158
85260,-0.57815,45.633,0.44768,-1.2914,0.19655,0.82169,Entpd6,ectonucleoside triphosphate diphosphohydrolase 6
497896,-0.87165,8.1907,0.67506,-1.2912,0.19663,0.82169,Zfp879,zinc finger protein 879
100911034,-0.52993,136.01,0.41058,-1.2907,0.19681,0.82169,LOC100911034,"""cysteine desulfurase, mitochondrial-like"""
688286,-1.0934,9.2016,0.84719,-1.2907,0.19682,0.82169,LOC688286,similar to threonine aldolase 1
289143,-0.54947,129.98,0.42577,-1.2905,0.19687,0.82169,Mrps14,mitochondrial ribosomal protein S14
297597,1.4561,12.716,1.1284,1.2905,0.19688,0.82169,Ing4,"""inhibitor of growth family, member 4"""
291245,1.3363,743.87,1.0355,1.2904,0.19691,0.82169,Actn2,actinin alpha 2
689484,5.6525,7.1573,4.3805,1.2904,0.19692,0.82169,Frg1l1,FSHD region gene 1-like 1
498038,-0.69357,25.491,0.53758,-1.2902,0.19699,0.82169,Vgll3,vestigial-like family member 3
499770,0.41598,36.315,0.32244,1.2901,0.19701,0.82169,Spout1,SPOUT domain containing methyltransferase 1
314262,-1.5211,8.0941,1.1795,-1.2896,0.19718,0.82169,Plekhh1,"""pleckstrin homology, MyTH4 and FERM domain containing H1"""
100359498,-0.46365,2115.5,0.35981,-1.2886,0.19754,0.82169,Rpl35a,ribosomal protein L35a
305291,0.39474,121.48,0.30641,1.2883,0.19765,0.82169,Srd5a3,steroid 5 alpha-reductase 3
363122,0.62628,191.52,0.48622,1.288,0.19773,0.82169,Ppp2r3a,"""protein phosphatase 2, regulatory subunit B'', alpha"""
114561,1.2106,7.0883,0.93984,1.288,0.19773,0.82169,Pitpnb,"""phosphatidylinositol transfer protein, beta"""
302915,1.6562,25.822,1.2858,1.288,0.19774,0.82169,Pmm2,phosphomannomutase 2
303685,-0.8029,144.38,0.6234,-1.2879,0.19776,0.82169,Mrpl38,mitochondrial ribosomal protein L38
25476,0.57117,204.8,0.44348,1.2879,0.19777,0.82169,Lgals9,galectin 9
289874,-0.34634,239.81,0.26893,-1.2879,0.1978,0.82169,Erlec1,endoplasmic reticulum lectin 1
309429,0.86327,73.731,0.67036,1.2878,0.19782,0.82169,Kank1,KN motif and ankyrin repeat domains 1
305571,0.57277,101.58,0.44479,1.2877,0.19784,0.82169,B3gnt2,"""UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"""
24165,0.70558,103.06,0.54795,1.2877,0.19786,0.82169,Ada,adenosine deaminase
494445,-0.47909,467.4,0.37208,-1.2876,0.19789,0.82169,Srsf2,serine and arginine rich splicing factor 2
361289,0.39637,77.574,0.30792,1.2873,0.198,0.82169,Colec12,collectin sub-family member 12
300996,1.0404,45.377,0.80837,1.287,0.1981,0.82169,Rbm5,RNA binding motif protein 5
308857,-2.0932,2.5017,1.6267,-1.2868,0.19817,0.82169,Dnajb13,DnaJ heat shock protein family (Hsp40) member B13
362778,1.0566,40.865,0.82118,1.2867,0.19819,0.82169,Gskip,GSK3B interacting protein
361650,0.43644,106.01,0.33921,1.2866,0.19823,0.82169,Hirip3,HIRA interacting protein 3
300748,0.53822,32.483,0.41834,1.2866,0.19824,0.82169,Stoml1,stomatin like 1
311428,0.84455,56.823,0.6571,1.2853,0.1987,0.82317,RGD1311739,similar to RIKEN cDNA 1700037H04
362900,0.25026,136.04,0.19479,1.2848,0.19888,0.82317,Rnf19a,"""ring finger protein 19A, RBR E3 ubiquitin protein ligase"""
684258,-0.49931,71.659,0.38868,-1.2846,0.19892,0.82317,Chchd7,coiled-coil-helix-coiled-coil-helix domain containing 7
100361710,-0.78782,38.435,0.61326,-1.2846,0.19892,0.82317,Setdb2,SET domain bifurcated histone lysine methyltransferase 2
500225,0.5133,42.4,0.39962,1.2845,0.19898,0.82317,Ino80b,INO80 complex subunit B
54271,-1.0325,6.2014,0.80401,-1.2842,0.19908,0.82324,Tpsab1,tryptase alpha/beta 1
24312,-0.69087,11.418,0.53847,-1.283,0.19948,0.82431,Dhfr,dihydrofolate reductase
300783,0.38239,60.293,0.29818,1.2824,0.19969,0.82431,Hacd3,3-hydroxyacyl-CoA dehydratase 3
362840,0.33741,156.42,0.26315,1.2822,0.19977,0.82431,R3hdm4,R3H domain containing 4
100911486,4.2807,2.5598,3.3385,1.2822,0.19977,0.82431,LOC100911486,multiple epidermal growth factor-like domains protein 6-like
688862,-1.3109,26.431,1.0225,-1.2821,0.19981,0.82431,Ip6k3,inositol hexakisphosphate kinase 3
315759,-2.093,2.5255,1.6326,-1.282,0.19983,0.82431,Igdcc3,"""immunoglobulin superfamily, DCC subclass, member 3"""
29353,-1.2564,14.026,0.98013,-1.2819,0.19987,0.82431,Phkg1,phosphorylase kinase catalytic subunit gamma 1
307774,0.79374,42.759,0.61937,1.2815,0.20001,0.82458,Otud4,OTU deubiquitinase 4
295279,0.69415,19.47,0.54179,1.2812,0.20012,0.8247,Fcgr1a,Fc fragment of IgG receptor Ia
296167,-0.55955,44.5,0.43714,-1.28,0.20054,0.82565,Pank2,pantothenate kinase 2
499309,-0.37502,197.85,0.29306,-1.2797,0.20065,0.82565,RGD1560108,similar to RIKEN cDNA 2700081O15
287442,-0.36807,333.96,0.28771,-1.2793,0.20078,0.82565,Tmem256,transmembrane protein 256
292804,0.30844,1149.4,0.24113,1.2791,0.20086,0.82565,Gpi,glucose-6-phosphate isomerase
100909505,0.30427,270.45,0.23791,1.2789,0.20093,0.82565,LOC100909505,N-acetylglucosamine-6-sulfatase-like
296162,0.30959,291.03,0.24214,1.2786,0.20106,0.82565,Ddrgk1,DDRGK domain containing 1
100909548,0.33276,259.27,0.2603,1.2784,0.20112,0.82565,LOC100909548,cation-dependent mannose-6-phosphate receptor-like
297961,-0.25777,176.22,0.20167,-1.2782,0.20118,0.82565,Ube2j1,"""ubiquitin-conjugating enzyme E2, J1"""
294009,0.70871,23.357,0.55453,1.278,0.20124,0.82565,Cuedc2,CUE domain containing 2
497959,1.5294,1.931,1.1969,1.2778,0.20131,0.82565,Proca1,protein interacting with cyclin A1
310958,-0.33285,76.611,0.26049,-1.2778,0.20133,0.82565,Zzz3,"""zinc finger, ZZ-type containing 3"""
170579,1.3419,2.9491,1.0503,1.2776,0.20138,0.82565,Fgf22,fibroblast growth factor 22
360881,-0.56145,65.895,0.43947,-1.2776,0.2014,0.82565,Dusp23,dual specificity phosphatase 23
292788,-0.3073,316.96,0.24054,-1.2775,0.20142,0.82565,Psenen,presenilin enhancer gamma secretase subunit
314642,0.7536,33.746,0.59033,1.2766,0.20175,0.82628,Fzr1,fizzy and cell division cycle 20 related 1
297942,-0.63163,196.74,0.49478,-1.2766,0.20175,0.82628,Pnisr,PNN interacting serine and arginine rich protein
29419,0.32356,210.37,0.25351,1.2763,0.20184,0.82628,Numb,"""NUMB, endocytic adaptor protein"""
362948,-1.4044,2.7834,1.1004,-1.2762,0.20188,0.82628,Zfp647,zinc finger protein 647
312812,-0.45888,130.47,0.35966,-1.2759,0.202,0.82645,Eps8,epidermal growth factor receptor pathway substrate 8
364994,1.7806,5.3557,1.396,1.2754,0.20215,0.82678,Dpep3,dipeptidase 3
287125,0.27128,96.737,0.2128,1.2748,0.20238,0.8272,Nubp2,nucleotide binding protein 2
641521,1.3378,2.4202,1.05,1.2741,0.20264,0.8272,Lrrc4,leucine rich repeat containing 4
24407,-1.4992,10.903,1.1769,-1.2739,0.20271,0.8272,Grik5,glutamate ionotropic receptor kainate type subunit 5
100365779,1.4238,7.3401,1.1179,1.2736,0.20279,0.8272,Zfp605,zinc finger protein 605
312108,-0.90272,283.8,0.70904,-1.2732,0.20296,0.8272,Ophn1,oligophrenin 1
288689,-0.65662,1039.4,0.51588,-1.2728,0.20308,0.8272,Tesc,tescalcin
305913,2.0616,23.211,1.6199,1.2727,0.20313,0.8272,Zmym2,zinc finger MYM-type containing 2
246773,0.5538,20.427,0.43516,1.2726,0.20315,0.8272,Lrrc3,leucine rich repeat containing 3
306622,0.43054,28.344,0.33831,1.2726,0.20316,0.8272,Erich1,glutamate-rich 1
140693,-0.94457,14.778,0.7423,-1.2725,0.2032,0.8272,Plcd4,"""phospholipase C, delta 4"""
685620,-0.40186,625.03,0.31584,-1.2724,0.20324,0.8272,Tomm7,translocase of outer mitochondrial membrane 7
499630,-1.9013,10.35,1.4946,-1.2721,0.20333,0.8272,RGD1565059,similar to hypothetical protein E130311K13
306004,3.8255,6.1375,3.0073,1.2721,0.20335,0.8272,Rhobtb2,Rho-related BTB domain containing 2
29542,-0.58031,872.18,0.4562,-1.272,0.20336,0.8272,Pebp1,phosphatidylethanolamine binding protein 1
289693,-0.53679,172.71,0.42208,-1.2718,0.20346,0.8272,Dhx15,DEAH-box helicase 15
689207,1.04,13.078,0.8178,1.2717,0.2035,0.8272,Prob1,proline-rich basic protein 1
300083,-0.70894,53.556,0.55761,-1.2714,0.20359,0.8272,Slc25a17,solute carrier family 25 member 17
305623,-0.70558,45.315,0.55502,-1.2713,0.20364,0.8272,Tmem175,transmembrane protein 175
689296,1.2612,3.6742,0.99258,1.2706,0.20388,0.82759,Mis18bp1,MIS18 binding protein 1
317578,0.66974,13.063,0.52718,1.2704,0.20393,0.82759,Sash3,SAM and SH3 domain containing 3
309858,-2.2245,53.174,1.7511,-1.2703,0.20396,0.82759,Sec63,"""SEC63 homolog, protein translocation regulator"""
308441,-0.41892,70.282,0.32992,-1.2698,0.20417,0.82799,Exosc5,exosome component 5
288028,-0.87244,25.952,0.68716,-1.2696,0.20422,0.82799,Tmem44,transmembrane protein 44
368002,-0.40411,336.9,0.31845,-1.269,0.20444,0.82854,Baz1b,"""bromodomain adjacent to zinc finger domain, 1B"""
114202,0.83755,131.8,0.66013,1.2688,0.20453,0.82854,Mpp3,membrane palmitoylated protein 3
305127,-0.87988,43.814,0.69387,-1.2681,0.20477,0.82854,Zfp644,zinc finger protein 644
361055,2.8547,58.987,2.2515,1.2679,0.20483,0.82854,Kpna3,karyopherin subunit alpha 3
360584,-0.5587,156.92,0.44066,-1.2679,0.20484,0.82854,Ggnbp2,gametogenetin binding protein 2
406864,0.44026,320.43,0.34727,1.2678,0.20488,0.82854,Clic1,chloride intracellular channel 1
25316,-1.42,2.7917,1.1201,-1.2677,0.2049,0.82854,Ms4a2,membrane spanning 4-domains A2
361735,0.63449,8.9687,0.50066,1.2673,0.20504,0.82854,Ms4a6a,membrane spanning 4-domains A6A
315409,-2.7551,2.6752,2.1741,-1.2672,0.20507,0.82854,Cep126,centrosomal protein 126
306672,-0.42293,65.526,0.33385,-1.2668,0.20522,0.82854,Tent4a,terminal nucleotidyltransferase 4A
361122,2.5183,2.644,1.9879,1.2668,0.20523,0.82854,Ankle1,ankyrin repeat and LEM domain containing 1
361044,-0.47498,101.05,0.37499,-1.2667,0.20527,0.82854,Sdr39u1,"""short chain dehydrogenase/reductase family 39U, member 1"""
296380,0.6019,47.058,0.47536,1.2662,0.20544,0.82891,Arfgef2,ADP ribosylation factor guanine nucleotide exchange factor 2
300517,2.2655,2.9254,1.7902,1.2655,0.20569,0.8296,Hepacam,hepatic and glial cell adhesion molecule
313050,-0.53348,24.812,0.42175,-1.2649,0.20591,0.82984,Lck,"""LCK proto-oncogene, Src family tyrosine kinase"""
290823,0.35212,61.018,0.27842,1.2647,0.20597,0.82984,Erlin2,ER lipid raft associated 2
361423,1.9739,13.694,1.5607,1.2647,0.20598,0.82984,Fam92b,"""family with sequence similarity 92, member B"""
362051,-0.39459,203.47,0.31214,-1.2642,0.20617,0.83029,Lmo4,LIM domain only 4
81735,3.9336,7.2786,3.1128,1.2637,0.20634,0.83033,Neo1,neogenin 1
312927,-0.51953,146.15,0.41117,-1.2635,0.2064,0.83033,Rb1cc1,RB1-inducible coiled-coil 1
25242,0.80898,71.972,0.64039,1.2633,0.2065,0.83033,Arnt,aryl hydrocarbon receptor nuclear translocator
287656,-0.40175,185.96,0.31805,-1.2632,0.20652,0.83033,Mrpl45,mitochondrial ribosomal protein L45
500616,1.8226,45.859,1.4431,1.263,0.20661,0.83033,Socs5,suppressor of cytokine signaling 5
292462,-0.56191,128.14,0.44495,-1.2629,0.20664,0.83033,Lrp11,LDL receptor related protein 11
361692,-0.67393,477.71,0.53391,-1.2623,0.20686,0.83089,Nudt8,nudix hydrolase 8
29541,-0.31468,77.974,0.24958,-1.2608,0.20737,0.83211,Nthl1,nth-like DNA glycosylase 1
298982,0.32987,192.74,0.26172,1.2604,0.20754,0.83211,Maea,macrophage erythroblast attacher
303293,0.99371,4.121,0.78856,1.2602,0.20761,0.83211,Cyb5d2,cytochrome b5 domain containing 2
500554,1.2451,5.8074,0.98806,1.2601,0.20762,0.83211,Fam229a,"""family with sequence similarity 229, member A"""
362790,0.60949,378.31,0.48372,1.26,0.20766,0.83211,Inf2,"""inverted formin, FH2 and WH2 domain containing"""
500555,1.0878,23.262,0.86337,1.2599,0.20769,0.83211,Zcchc17,zinc finger CCHC-type containing 17
299346,-0.43721,68.532,0.34702,-1.2599,0.2077,0.83211,Nudt14,nudix hydrolase 14
363056,1.5806,19.019,1.2548,1.2596,0.20782,0.83216,Rnf214,ring finger protein 214
362736,1.2644,180.91,1.0039,1.2595,0.20787,0.83216,Hectd1,HECT domain E3 ubiquitin protein ligase 1
113958,-0.35106,231.14,0.27882,-1.2591,0.208,0.83237,Mrps7,mitochondrial ribosomal protein S7
100912115,-0.63642,107.33,0.5056,-1.2587,0.20812,0.83257,Mia2,MIA SH3 domain ER export factor 2
24786,-0.42356,1391.2,0.33663,-1.2583,0.2083,0.8326,Sod1,superoxide dismutase 1
366980,0.7668,36.596,0.60942,1.2583,0.2083,0.8326,Arid2,AT-rich interaction domain 2
313241,-1.7653,51.207,1.4032,-1.2581,0.20837,0.8326,Mcart1,mitochondrial carrier triple repeat 1
315167,-0.57651,1347.2,0.45832,-1.2579,0.20844,0.8326,Ndufa6,NADH:ubiquinone oxidoreductase subunit A6
361980,-0.54142,119.81,0.43055,-1.2575,0.20857,0.83282,Khdc4,"""KH domain containing 4, pre-mRNA splicing factor"""
312054,1.0065,17.698,0.80104,1.2565,0.20895,0.83385,Gtpbp10,GTP binding protein 10
